Uqno,PERSONNO,BUSNSNO,Province,Q13GENDER,Q14AGE,Q15POPULATION,Q16MARITALSTATUS,Q17EDUCATION,Q4VAT,Q5incometax,Q6licence,Q71municipality,Q72ProfAssociation,Q73Busassociation,Q74Tradleader,Q75Protcagency,Q76Friend,Q77Cips,Q78Other,Q79Landlord,Q8OwnerType,Q10Binduscode,Q11Ownership,Q12HsePartners,Q13NoPartners,Q14OthrPartners,Q15NoPartners,Q16MainOwner,Q17Location,Q18Tempstructure,Q19PayLocation,Q19A1Municipality,Q19A2Profassociation,Q19A3Busnsassociation,Q19A4Traditionalleader,Q19A5Protectionagency,Q19A6Friend,Q19A7Owner,Q19A8Other,Q19BPAYLOCPROOF,Q20Costlocation,Q21Electricity,Q22Water,Q23ToiletFacility,Q24COMMUNICATION,Q25Typrecord,Q26Recseperate,Q27RSNRECNOTKEPT,Q28Duration,Q29Turnover12Mnth,Q29aa1JUL,Q29ab2AUG,Q29ac3SEP,Q29ad4OCT,Q29ae5NOV,Q29af6DEC,Q29ag7JAN,Q29ah8FEB,Q29ai9MAR,Q29aj10APR,Q29ak11MAY,Q29al12JUN,Q30Rsnless12Mnth,Q31BusStarted,Q32MainReason,Q33FinSupport,Q34OwnMoney,Q35MainSource,Q36Totownmoney,Q37BorMoney,Q381Combanks,Q382Friends,Q383CrSociety,Q384MnyLender,Q385Partner,Q386Busnsass,Q387NGO,Q388Other,Q389GOV,Q39Totbormoney,Q40Payoffloan,Q41TotPayoff,Q42Grant,Q431Government,Q432NGO,Q433Othr,Q434PRIVATE,Q44RawMaterial,Q45Costrawmat,Q46Supplier,Q47Costsupp,Q48Turnoverlstmnth,Q49OthrIncome,Q501AltLocation,Q502Loans,Q503Marketing,Q504Material,Q505GovRegulation,Q506Technology,Q507Contracts,Q508Other,Q51Assistance,Q52advice,Q53Employer,Q541Pdlstyear,Q541Unpdlstyear,Q542Pdlstmnth,Q542Unpdlstmnth,Q543PdLstweek,Q543UnPdlstweek,Q544Pdfstmnth,Q544Npdfstmnth,Q551PdFulltime,Q551UnPdfulltime,Q552PdParttime,Q552UnPdparttime,Q561PdMale,Q561UnPdmale,Q562PdFemale,Q562Unpdfemale,Q571PdBlack,Q571UnPdBlack,Q572PdCoulord,Q572UnPdCoulord,Q573PdIndian,Q573UnPdIndian,Q574PdWhite,Q574UnpdWhite,Q575PdOther,Q575UnpdOther,Q581Pd15_24,Q581Unpd15_24,Q582Pd25_34,Q582Unpd25_34,Q583Pd35_44,Q583Unpd35_44,Q584Pd45_54,Q584Unpd45_54,Q585Pd55_64,Q585Unpd55_64,Q586PdMore64,Q586UnpdMore64,Q587PdUnder15,Q587UnpdUnder15,Q591Empl_Salary,Q592Empl_Inkind,Q593Empl_Transprt,Q594Empl_Other,Q601Own_Salary,Q602Own_Inkind,Q603Own_Transprt,Q604Own_Other,Q611CstElec,Q612cstwater,Q613cstfuel,Q614cstspares,Q615cstrent,Q616cstmach,Q617csttele,Q618csttrans,Q619cstrepair,Q6110cstbusserv,Q6111cstlicense,Q6112cstinterest,Q6113cstins,Q6114csttax,Q6115cstprotect,Q6116cstother,Q621cstmachinery,Q622CstTools,Q623cstvehicles,Q624cstbuildings,Q625cstFurniture,Q626cstother,Q63netprofit,Q64Avenetprofit,Q65Actprofit,Q66debts,Q67Totaldebt,Q68Transport,Q69transservice,Q70TypGoods,Q71NotVat,Q72NotRegistax,Q73SavAccount,Q74InvestAccount,Q75LoanAccount,Q76AssetFin,Q77MotrtLoan,Q78CreditFac,Q79Shrttrmins,Q80PymtSavAcc,Q81BUSPYMT,Q82FinOmbus,Q83FinEdu,Education_Status,Indus,metro_code,Geo_type_code,Stratum,weight
798138720000024701,01,1,Gauteng,Male,33,African/Black,Married,Grade 8/Standard 6/Form 1,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,From a taxi rank / bus station / train station,"RENT FREE, WITHOUT PERMISSION (SQUATTING)",,,,,,,,,,,,Not applicable,Not applicable,Not applicable,None,No accounts kept,,The business is too small,12,19200,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,1 or more but less than 3 years ago,Unemployed,Yes,Yes,Previous and/or present wage employment,800,No,,,,,,,,,,,,,No,,,,,No,,Yes,500,2500,0,Yes,Yes,No,No,No,No,No,No,Better access to loans,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1500,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1500,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,Not applicable / not required to register,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Wholesale and retail trade,14,1,77102,1421.00380553
798138720000039101,01,1,Gauteng,Male,20,African/Black,Never married,Grade 10/Standard 8/Form 3,No,No,No,,,,,,,,,,Own account-worker (without employees),OTHER SERVICE ACTIVITIES,Yes,,,,,,"On a footpath, street or open space","RENT FREE, WITHOUT PERMISSION (SQUATTING)",,,,,,,,,,,,No,No water access,None,None,No accounts kept,,The business is too small,12,24000,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,3 or more but less than 5 years ago,Unemployed,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,2000,2000,Yes,No,No,No,No,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,500,100,400,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,2000,2000,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,Not applicable / not required to register,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,"Community, social and personal services",14,1,77102,1257.28290364
798138720000042701,01,1,Gauteng,Female,48,African/Black,Never married,"Grade 3/Standard 1/ ABET 1 (KHARI RI GUDE, SANLI)",No,No,No,,,,,,,,,,Own account-worker (without employees),Real estate activities with own or leased property,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Not applicable,Not applicable,Not applicable,None,No accounts kept,,The business is too small,12,27600,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,1 or more but less than 3 years ago,Unemployed,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,27600,27600,No,No,No,No,No,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,0,0,0,400,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,1900,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,Not applicable / not required to register,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Less than primary completed,"Financial intermediation, insurance, real estate and business services",14,1,77102,1338.490826567
798138750000008301,01,1,Gauteng,Male,25,African/Black,Living together like husband and wife,Grade 10/Standard 8/Form 3,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,In a non-residential building (e.g. an office block or factory),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water in structure,Flush toilet on site,None,No accounts kept,,Don’t see a need to keep records,6,,,,,,,,,,,,,,Business created during the past 12 months,Less than a year ago,Unemployed,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,2500,0,Yes,No,No,No,No,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,0,500,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,2200,Spend it on items for the household,No,,No,,,Didn’t know that the business has to be registered,Didn’t know that the business has to be registered,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Wholesale and retail trade,14,1,77102,1434.676900859
798138750000013201,01,1,Gauteng,Male,27,African/Black,Living together like husband and wife,Grade 10/Standard 8/Form 3,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,"On a footpath, street or open space","RENT FREE, WITHOUT PERMISSION (SQUATTING)",,,,,,,,,,,,Not applicable,Not applicable,Not applicable,Cellular telephone,No accounts kept,,Don’t see a need to keep records,12,60000,Low,Low,High,High,High,High,Low,Low,Normal,Normal,High,High,,1 or more but less than 3 years ago,Unemployed,Yes,Yes,Previous and/or present wage employment,500,No,,,,,,,,,,,,,No,,,,,Yes,5000,No,,1500,0,Yes,No,Yes,Yes,No,No,No,No,Better access to raw materials/supplies,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,0,300,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Wholesale and retail trade,14,1,77102,1439.034920119
798138750000018101,01,1,Gauteng,Male,38,African/Black,Never married,Grade 10/Standard 8/Form 3,No,No,No,,,,,,,,,,Own account-worker (without employees),Other,Yes,,,,,,At customer’s homes or offices,,,,,,,,,,,,,,,,Cellular telephone,No accounts kept,,Don’t see a need to keep records,12,36000,Low,Low,High,High,High,High,Normal,Normal,Normal,Normal,Normal,Low,,5 or more but less than 10 years ago,To survive/make ends meet/provide for my family,Yes,Yes,Previous and/or present wage employment,1000,No,,,,,,,,,,,,,No,,,,,No,,Yes,0,7000,0,Yes,No,Yes,No,No,No,No,No,Assistance with marketing,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,200,0,0,0,3000,0,,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,3800,4500,Spend it on items for the household,No,,No,,,Didn’t know that the business has to be registered,Didn’t know that the business has to be registered,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Other,14,1,77102,1979.82569642
798138750000047501,01,1,Gauteng,Male,37,African/Black,Never married,Grade 9/Standard 7/Form 2 / ABET 4,No,No,No,,,,,,,,,,Employer (with employees),Building completion,Yes,,,,,,At customer’s homes or offices,,,,,,,,,,,,,,,,Cellular telephone,No accounts kept,,Don’t see a need to keep records,1,,,,,,,,,,,,,,Business created during the past 12 months,Less than a year ago,To survive/make ends meet/provide for my family,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,0,0,No,No,Yes,No,No,No,No,No,,No advice received,Yes,0,0,0,0,1,0,0,0,1,0,0,00,0,0,0,00,1,0,0,0,0,0,0,0,00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Construction,14,1,77102,1979.82569642
798139140000005401,01,1,Gauteng,Male,32,African/Black,Living together like husband and wife,Grade 10/Standard 8/Form 3,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,At customer’s homes or offices,,,,,,,,,,,,,,,,Cellular telephone,Full annual accounts,"Yes, they are all recorded separately",,12,25000,Normal,Normal,Normal,High,High,High,High,Low,Low,Low,Normal,Low,,1 or more but less than 3 years ago,Unemployed,Yes,Yes,Previous and/or present wage employment,2000,No,,,,,,,,,,,,,No,,,,,No,,No,,1500,0,No,No,Yes,No,No,No,No,No,,Business partners,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,500,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1000,Spend it on items for the household,Yes,650,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Wholesale and retail trade,14,1,77113,1415.010017342
798139420000025601,02,1,Gauteng,Female,21,African/Black,Living together like husband and wife,No schooling,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,Within the owner’s dwelling/s – with its own space (e.g. a separate room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Pit latrine with ventilation pipe,Cellular telephone,No accounts kept,,Don’t see a need to keep records,12,1008,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,,1 or more but less than 3 years ago,Had no alternative income source,Yes,Yes,Previous and/or present wage employment,200,No,,,,,,,,,,,,,No,,,,,No,,Yes,40,84,0,No,Yes,No,No,No,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,Re-invest in the business,No,,No,,,The business does not meet registration requirements,Registration process is tedious / complicated,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,No schooling,Wholesale and retail trade,14,1,77103,1666.619956716
798139490000012801,01,1,Gauteng,Male,59,African/Black,Married,"Grade 3/Standard 1/ ABET 1 (KHARI RI GUDE, SANLI)",No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,Within the owner’s dwelling/s – with its own space (e.g. a separate room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water in structure,Flush toilet on site,Cellular telephone,No accounts kept,,The business is too small,12,7000,Normal,High,High,High,High,High,Normal,Normal,Normal,Low,Low,Low,,1 or more but less than 3 years ago,Unemployed,Yes,Yes,Sales of other assets,500,No,,,,,,,,,,,,,No,,,,,No,,Yes,700,1200,900,No,No,Yes,No,No,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,200,0,100,100,300,0,,0,100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,5000,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,Yes,No,Less than primary completed,Wholesale and retail trade,14,1,77103,2210.508346596
798139490000026601,01,1,Gauteng,Male,37,African/Black,Divorce or separated,Grade 8/Standard 6/Form 1,No,No,No,,,,,,,,,,Own account-worker (without employees),Maintenance and re-pair of motor vehicles,Yes,,,,,,Within the owner’s dwelling/s – with its own space (e.g. a separate room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet on site,Cellular telephone,No accounts kept,,The business is too small,12,8000,Low,Normal,Normal,High,High,High,Normal,Low,Low,Low,Low,Low,,5 or more but less than 10 years ago,Unemployed,No,,,,,,,,,,,,,,,,,,,,,,No,,Yes,0,8000,8000,No,No,No,No,No,Yes,No,No,,Friends and relatives,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,1500,600,300,150,100,900,1000,,0,0,0,0,0,0,0,0,0,0,0,2000,1000,0,0,0,0,8000,6000,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Wholesale and retail trade,14,1,77103,2480.11023961
798140600000019701,02,1,Gauteng,Female,50,White,Married,"Higher Degree (Masters, Doctorate)",No,Yes,No,,,,,,,,,,Own account-worker (without employees),Architectural,Yes,,,,,,No fixed location/mobile,,,,,,,,,,,,,,,,Cellular telephone,Full annual accounts,"Yes, they are all recorded separately",,12,127000,High,High,High,High,Normal,Normal,Low,Low,Normal,Normal,Normal,Normal,,10 or more years ago,I like the activity,No,,,,,,,,,,,,,,,,,,,,,Yes,No,,No,,22000,0,No,No,No,No,No,No,No,No,,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1000,0,0,0,700,0,,0,1000,0,0,800,0,0,0,0,0,0,2000,0,0,0,0,0,12000,5000,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Internet/ cellphone banking,Yes,Yes,Tertiary,"Financial intermediation, insurance, real estate and business services",14,1,77109,2410.698884496
798142070000009401,02,1,Gauteng,Male,43,Coloured,Living together like husband and wife,Grade 12/Standard 10/Form 5/Matric,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,Within the owner’s dwelling/s – with its own space (e.g. a separate room),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water in structure,Flush toilet on site,None,No accounts kept,,Don’t see a need to keep records,12,3000,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,,5 or more but less than 10 years ago,Unemployed,No,,,,,,,,,,,,,,,,,,,,,,No,,Yes,800,500,0,No,No,No,No,No,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,200,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,700,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),,No,No,Secondary completed,Wholesale and retail trade,14,1,77112,2446.028710475
798143110000049901,01,1,Gauteng,Male,34,African/Black,Never married,Grade 9/Standard 7/Form 2 / ABET 4,No,No,No,,,,,,,,,,Own account-worker (without employees),OTHER SERVICE ACTIVITIES,No,No,,No,,Yourself,Within another person’s dwelling (e.g. a neighbour’s dwelling),Temporary,Yes,No,No,No,No,No,No,Yes,No,No,1500,Yes,Piped (Tap) water in structure,Flush toilet on site,Cellular telephone,No accounts kept,,No time to keep records,12,50000,Low,Low,Normal,High,High,High,High,Normal,Normal,Low,Low,Low,,5 or more but less than 10 years ago,Unemployed,Yes,Yes,Money paid out from a stokvel,3000,No,,,,,,,,,,,,,No,,,,,No,,No,,8000,1500,No,No,Yes,No,No,Yes,Yes,No,Assistance with marketing,Friends and relatives,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1000,500,500,0,0,500,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,8000,9500,Save it in the bank,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,"Community, social and personal services",14,1,77103,1912.526775419
798145280000015601,01,1,Gauteng,Male,38,African/Black,Never married,No schooling,No,No,No,,,,,,,,,,Employer (with employees),Building completion,Yes,,,,,,At customer’s homes or offices,,,,,,,,,,,,,,,,Cellular telephone,No accounts kept,,No skills,5,,,,,,,,,,,,,,No customers,Less than a year ago,I like the activity,Yes,Yes,Other business,10000,No,,,,,,,,,,,,,No,,,,,Yes,0,No,,12000,1000,No,Yes,Yes,Yes,No,No,No,No,Better access to loans,Friends and relatives,Yes,2,0,2,0,2,0,2,0,2,0,0,00,0,0,0,00,2,0,0,0,0,0,0,0,00,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,11600,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,14000,Spend it on items for the household,No,,No,,,Registration process is tedious / complicated,Registration process is tedious / complicated,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,No schooling,Construction,14,1,77102,1979.82569642
798149250000046501,01,1,Gauteng,Female,59,African/Black,Widow/Widower,Grade 7/Standard 5/ ABET 3,No,No,No,,,,,,,,,,Own account-worker (without employees),Real estate activities with own or leased property,Yes,,,,,,In a structure attached to owner’s dwelling/s or on the same plot (e.g. a  workshop in the back yard),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water on site,Flush toilet off site,None,No accounts kept,,Don’t see a need to keep records,6,,,,,,,,,,,,,,Business created during the past 12 months,3 or more but less than 5 years ago,Unemployed,Yes,No,,,Yes,No,Yes,No,No,No,No,No,No,No,2000,No,,No,,,,,Yes,0,Yes,0,2000,0,No,No,No,No,No,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,2000,Other,No,,No,,,Did not know where to register the business,Not applicable / not required to register,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Primary completed,"Financial intermediation, insurance, real estate and business services",14,1,77102,1957.376529623
798150040000018601,02,1,Gauteng,Female,63,White,Married,Grade 12/Standard 10/Form 5/Matric,No,No,No,,,,,,,,,,Own account-worker (without employees),OTHER SERVICE ACTIVITIES,Yes,,,,,,In a non-residential building (e.g. an office block or factory),Permanent,Yes,No,No,No,No,No,No,Yes,No,Yes,9000,Yes,Piped (Tap) water in structure,Flush toilet on site,Cellular telephone,Full annual accounts,"Yes, they are all recorded separately",,12,74000,Low,Low,Normal,High,High,High,Normal,High,High,Normal,Normal,Low,,10 or more years ago,I like the activity,Yes,Yes,Previous and/or present wage employment,10000,No,,,,,,,,,,,,,No,,,,,No,,No,,13000,0,No,No,No,No,No,No,No,No,,Financial advisor,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11500,0,1000,0,500,0,1000,0,900,0,500,0,0,0,300,0,0,0,0,0,0,0,2000,0,0,0,12000,12000,Save it in the bank,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,"Yes, from bank",No,No,No,No,No,Not applicable (no account),Yes,Internet/ cellphone banking,Yes,No,Secondary completed,"Community, social and personal services",14,1,77111,3450.974263276
798154420000013501,01,1,Gauteng,Female,38,African/Black,Never married,Grade 11/Standard 9/Form 4,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,"On a footpath, street or open space","RENT FREE, WITHOUT PERMISSION (SQUATTING)",,,,,,,,,,,,No,Public tap/shared tap with others,Flush toilet off site,None,No accounts kept,,The business is too small,12,25000,High,High,High,High,High,High,High,High,High,High,High,High,,10 or more years ago,Unemployed,Yes,Yes,Previous and/or present wage employment,500,No,,,,,,,,,,,,,No,,,,,No,,No,,2300,0,Yes,No,No,No,Yes,No,Yes,No,Provision of an alternative site,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1800,350,0,0,0,0,0,,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,2000,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),,No,No,Secondary not completed,Wholesale and retail trade,14,1,77116,1054.058175146
798155230000015201,01,1,Gauteng,Male,23,African/Black,Never married,Grade 8/Standard 6/Form 1,No,No,No,,,,,,,,,,Employer (with employees),Building of complete constructions or parts thereof; civil e,Yes,,,,,,At customer’s homes or offices,,,,,,,,,,,,,,,,Cellular telephone,No accounts kept,,The business is too small,9,,,,,,,,,,,,,,No customers,1 or more but less than 3 years ago,I have the skills for this business,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,9000,10000,No,No,Yes,No,No,No,No,No,,Friends and relatives,Yes,1,0,1,0,1,0,1,0,1,0,0,00,0,0,0,00,1,0,0,0,0,0,0,0,00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,4000,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,9000,10000,Spend it on items for the household,No,,No,,,Didn’t know that the business has to be registered,Didn’t know that the business has to be registered,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,Secondary not completed,Construction,14,1,77102,1257.28290364
798155230000042001,01,1,Gauteng,Female,35,African/Black,Never married,No schooling,No,No,No,,,,,,,,,,Own account-worker (without employees),Retail trade not in stores,Yes,,,,,,From a taxi rank / bus station / train station,"RENT FREE, WITHOUT PERMISSION (SQUATTING)",,,,,,,,,,,,No,No water access,None,None,No accounts kept,,The business is too small,12,48000,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,1 or more but less than 3 years ago,Had no alternative income source,Yes,Yes,Previous and/or present wage employment,1000,No,,,,,,,,,,,,,No,,,,,Yes,700,No,,4000,0,Yes,No,No,No,No,No,No,No,,No advice received,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,3100,4000,Spend it on items for the household,No,,No,,,The business does not meet registration requirements,The business does not meet registration requirements,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,No,No,No schooling,Wholesale and retail trade,14,1,77102,1380.454914823
798155230000109001,01,1,Gauteng,Male,37,African/Black,Never married,Higher diploma,No,No,No,,,,,,,,,,Own account-worker (without employees),Real estate activities with own or leased property,Yes,,,,,,Within the owner’s dwelling/s – without its own space (e.g. a family room),Permanent,No,,,,,,,,,,,Not applicable,Not applicable,Not applicable,Cellular telephone,No accounts kept,,Don’t see a need to keep records,12,50400,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,5 or more but less than 10 years ago,To survive/make ends meet/provide for my family,Yes,Yes,Previous and/or present wage employment,1000,No,,,,,,,,,,,,,No,,,,,No,,No,,4200,0,No,No,No,No,No,No,No,No,,Friends and relatives,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,0,0,0,400,300,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3500,Save it in the bank,No,,No,,,The business does not meet registration requirements,Not applicable / not required to register,"Yes, from bank",No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,Yes,Yes,Tertiary,"Financial intermediation, insurance, real estate and business services",14,1,77102,1993.262879323
798158520000011201,01,1,Gauteng,Male,62,White,Living together like husband and wife,Bachelors Degree and Post Graduate Diploma,No,No,No,,,,,,,,,,Own account-worker (without employees),Architectural,Yes,,,,,,In a structure attached to owner’s dwelling/s or on the same plot (e.g. a  workshop in the back yard),Permanent,No,,,,,,,,,,,Yes,Piped (Tap) water in structure,Flush toilet on site,Cellular telephone,No accounts kept,,Don’t see a need to keep records,12,15000,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,,10 or more years ago,I like the activity,No,,,,,,,,,,,,,,,,,,,,,,No,,No,,15000,0,No,No,No,No,No,Yes,No,No,,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,0,0,0,0,0,1000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,14000,14000,Spend it on items for the household,No,,No,,,Other,Other,No,No,No,No,No,No,Not applicable (no account),Not applicable (no account),Debit card/ pay cash,Yes,Yes,Tertiary,"Financial intermediation, insurance, real estate and business services",14,1,77114,2791.468188662
